Distributor Area,Origin Area,Origin Latitude,Longitude_x,Destination Area,Destination Latitude,Destination Longitude,Volume (CS)
Sulawesi,Arunika,-5.12906,120.25357,Mutiara,-3.0292,119.8819,50
Sulawesi,Arunika,-5.12906,120.25357,Mawar,-4.03681,122.48113,50
Sulawesi,Kenanga,-5.3974,119.43746,Surya,1.25533,124.63187,50
Sulawesi,Kenanga,-5.3974,119.43746,Sagara,-4.40562,119.61877,50
Sulawesi,Kenanga,-5.3974,119.43746,Melati,-3.36284,120.36455,50
Sulawesi,Kenanga,-5.3974,119.43746,Mentari,1.4711,125.15311,50
Sulawesi,Kenanga,-5.3974,119.43746,Harmoni,-5.25188,120.15831,50
Sulawesi,Kenanga,-5.3974,119.43746,Rimba,-5.20514,119.46374,50
Sulawesi,Kenanga,-5.3974,119.43746,Bunga,-5.70104,119.72147,50
Sulawesi,Kenanga,-5.3974,119.43746,Angkasa,-4.07671,121.63507,50
Sulawesi,Kenanga,-5.3974,119.43746,Sejahtera,0.72119,124.30148,50
Sulawesi,Kenanga,-5.3974,119.43746,Asri,-2.52535,120.82405,50
Sulawesi,Kenanga,-5.3974,119.43746,Nirwana,0.48671,122.07034,50
Sulawesi,Kenanga,-5.3974,119.43746,Teratai,-4.81645,119.54193,50
Sulawesi,Kenanga,-5.3974,119.43746,Samudra,-0.81564,120.17009,50
Sulawesi,Kenanga,-5.3974,119.43746,Satria,-3.42045,119.31694,50
Sulawesi,Kenanga,-5.3974,119.43746,Sidoasih,-4.14356,120.03914,50
Sulawesi,Kenanga,-5.3974,119.43746,Arunika,-5.12906,120.25357,50
Sulawesi,Kenanga,-5.3974,119.43746,Seruni,1.29712,124.8362,50
Sulawesi,Kenanga,-5.3974,119.43746,Mutiara,-3.0292,119.8819,50
Sulawesi,Kenanga,-5.3974,119.43746,Mawar,-4.03681,122.48113,50
Sulawesi,Seruni,1.29712,124.8362,Surya,1.25533,124.63187,50
Sulawesi,Seruni,1.29712,124.8362,Sagara,-4.40562,119.61877,50
Sulawesi,Seruni,1.29712,124.8362,Melati,-3.36284,120.36455,50
Sulawesi,Seruni,1.29712,124.8362,Mentari,1.4711,125.15311,50
Sulawesi,Seruni,1.29712,124.8362,Harmoni,-5.25188,120.15831,50
Sulawesi,Seruni,1.29712,124.8362,Rimba,-5.20514,119.46374,50
Sulawesi,Seruni,1.29712,124.8362,Bunga,-5.70104,119.72147,50
Sulawesi,Seruni,1.29712,124.8362,Angkasa,-4.07671,121.63507,50
Sulawesi,Seruni,1.29712,124.8362,Sejahtera,0.72119,124.30148,50
Sulawesi,Seruni,1.29712,124.8362,Asri,-2.52535,120.82405,50
Sulawesi,Seruni,1.29712,124.8362,Nirwana,0.48671,122.07034,50
Sulawesi,Seruni,1.29712,124.8362,Teratai,-4.81645,119.54193,50
Sulawesi,Seruni,1.29712,124.8362,Samudra,-0.81564,120.17009,50
Sulawesi,Seruni,1.29712,124.8362,Satria,-3.42045,119.31694,50
Sulawesi,Seruni,1.29712,124.8362,Sidoasih,-4.14356,120.03914,50
Sulawesi,Seruni,1.29712,124.8362,Arunika,-5.12906,120.25357,50
Sulawesi,Seruni,1.29712,124.8362,Kenanga,-5.3974,119.43746,50
Sulawesi,Seruni,1.29712,124.8362,Mutiara,-3.0292,119.8819,50
Sulawesi,Seruni,1.29712,124.8362,Mawar,-4.03681,122.48113,50
Sulawesi,Mutiara,-3.0292,119.8819,Surya,1.25533,124.63187,50
Sulawesi,Mutiara,-3.0292,119.8819,Sagara,-4.40562,119.61877,50
Sulawesi,Mutiara,-3.0292,119.8819,Melati,-3.36284,120.36455,50
Sulawesi,Mutiara,-3.0292,119.8819,Mentari,1.4711,125.15311,50
Sulawesi,Mutiara,-3.0292,119.8819,Harmoni,-5.25188,120.15831,50
Sulawesi,Mutiara,-3.0292,119.8819,Rimba,-5.20514,119.46374,50
Sulawesi,Mutiara,-3.0292,119.8819,Bunga,-5.70104,119.72147,50
Sulawesi,Mutiara,-3.0292,119.8819,Angkasa,-4.07671,121.63507,50
Sulawesi,Mutiara,-3.0292,119.8819,Sejahtera,0.72119,124.30148,50
Sulawesi,Mutiara,-3.0292,119.8819,Asri,-2.52535,120.82405,50
Sulawesi,Mutiara,-3.0292,119.8819,Nirwana,0.48671,122.07034,50
Sulawesi,Mutiara,-3.0292,119.8819,Teratai,-4.81645,119.54193,50
Sulawesi,Mutiara,-3.0292,119.8819,Samudra,-0.81564,120.17009,50
Sulawesi,Mutiara,-3.0292,119.8819,Satria,-3.42045,119.31694,50
Sulawesi,Mutiara,-3.0292,119.8819,Sidoasih,-4.14356,120.03914,50
Sulawesi,Mutiara,-3.0292,119.8819,Arunika,-5.12906,120.25357,50
Sulawesi,Mutiara,-3.0292,119.8819,Kenanga,-5.3974,119.43746,50
Sulawesi,Mutiara,-3.0292,119.8819,Seruni,1.29712,124.8362,50
Sulawesi,Mutiara,-3.0292,119.8819,Mawar,-4.03681,122.48113,50
Sulawesi,Mawar,-4.03681,122.48113,Surya,1.25533,124.63187,50
Sulawesi,Mawar,-4.03681,122.48113,Sagara,-4.40562,119.61877,50
Sulawesi,Mawar,-4.03681,122.48113,Melati,-3.36284,120.36455,50
Sulawesi,Mawar,-4.03681,122.48113,Mentari,1.4711,125.15311,50
Sulawesi,Mawar,-4.03681,122.48113,Harmoni,-5.25188,120.15831,50
Sulawesi,Mawar,-4.03681,122.48113,Rimba,-5.20514,119.46374,50
Sulawesi,Mawar,-4.03681,122.48113,Bunga,-5.70104,119.72147,50
Sulawesi,Mawar,-4.03681,122.48113,Angkasa,-4.07671,121.63507,50
Sulawesi,Mawar,-4.03681,122.48113,Sejahtera,0.72119,124.30148,50
Sulawesi,Mawar,-4.03681,122.48113,Asri,-2.52535,120.82405,50
Sulawesi,Mawar,-4.03681,122.48113,Nirwana,0.48671,122.07034,50
Sulawesi,Mawar,-4.03681,122.48113,Teratai,-4.81645,119.54193,50
Sulawesi,Mawar,-4.03681,122.48113,Samudra,-0.81564,120.17009,50
Sulawesi,Mawar,-4.03681,122.48113,Satria,-3.42045,119.31694,50
Sulawesi,Mawar,-4.03681,122.48113,Sidoasih,-4.14356,120.03914,50
Sulawesi,Mawar,-4.03681,122.48113,Arunika,-5.12906,120.25357,50
Sulawesi,Mawar,-4.03681,122.48113,Kenanga,-5.3974,119.43746,50
Sulawesi,Mawar,-4.03681,122.48113,Seruni,1.29712,124.8362,50
Sulawesi,Mawar,-4.03681,122.48113,Mutiara,-3.0292,119.8819,50
Sulawesi,Pelita,-3.96513,122.50127,Surya,1.25533,124.63187,100
Sulawesi,Pelita,-3.96513,122.50127,Sagara,-4.40562,119.61877,100
Sulawesi,Pelita,-3.96513,122.50127,Melati,-3.36284,120.36455,100
Sulawesi,Pelita,-3.96513,122.50127,Mentari,1.4711,125.15311,100
Sulawesi,Pelita,-3.96513,122.50127,Harmoni,-5.25188,120.15831,100
Sulawesi,Pelita,-3.96513,122.50127,Rimba,-5.20514,119.46374,100
Sulawesi,Pelita,-3.96513,122.50127,Bunga,-5.70104,119.72147,100
Sulawesi,Pelita,-3.96513,122.50127,Angkasa,-4.07671,121.63507,100
Sulawesi,Pelita,-3.96513,122.50127,Sejahtera,0.72119,124.30148,100
Sulawesi,Pelita,-3.96513,122.50127,Asri,-2.52535,120.82405,100
Sulawesi,Pelita,-3.96513,122.50127,Nirwana,0.48671,122.07034,100
Sulawesi,Pelita,-3.96513,122.50127,Teratai,-4.81645,119.54193,100
Sulawesi,Pelita,-3.96513,122.50127,Samudra,-0.81564,120.17009,100
Sulawesi,Pelita,-3.96513,122.50127,Satria,-3.42045,119.31694,100
Sulawesi,Pelita,-3.96513,122.50127,Sidoasih,-4.14356,120.03914,100
Sulawesi,Pelita,-3.96513,122.50127,Arunika,-5.12906,120.25357,100
Sulawesi,Pelita,-3.96513,122.50127,Kenanga,-5.3974,119.43746,100
Sulawesi,Pelita,-3.96513,122.50127,Seruni,1.29712,124.8362,100
Sulawesi,Pelita,-3.96513,122.50127,Mutiara,-3.0292,119.8819,100
Sulawesi,Pelita,-3.96513,122.50127,Mawar,-4.03681,122.48113,100
Sulawesi,Sakura,-5.10404,119.46298,Surya,1.25533,124.63187,100
Sulawesi,Sakura,-5.10404,119.46298,Sagara,-4.40562,119.61877,100
Sulawesi,Sakura,-5.10404,119.46298,Melati,-3.36284,120.36455,100
Sulawesi,Sakura,-5.10404,119.46298,Mentari,1.4711,125.15311,100
Sulawesi,Sakura,-5.10404,119.46298,Harmoni,-5.25188,120.15831,100
Sulawesi,Sakura,-5.10404,119.46298,Rimba,-5.20514,119.46374,100
Sulawesi,Sakura,-5.10404,119.46298,Bunga,-5.70104,119.72147,100
Sulawesi,Sakura,-5.10404,119.46298,Angkasa,-4.07671,121.63507,100
Sulawesi,Sakura,-5.10404,119.46298,Sejahtera,0.72119,124.30148,100
Sulawesi,Sakura,-5.10404,119.46298,Asri,-2.52535,120.82405,100
Sulawesi,Sakura,-5.10404,119.46298,Nirwana,0.48671,122.07034,100
Sulawesi,Sakura,-5.10404,119.46298,Teratai,-4.81645,119.54193,100
Sulawesi,Sakura,-5.10404,119.46298,Samudra,-0.81564,120.17009,100
Sulawesi,Sakura,-5.10404,119.46298,Satria,-3.42045,119.31694,100
Sulawesi,Sakura,-5.10404,119.46298,Sidoasih,-4.14356,120.03914,100
Sulawesi,Sakura,-5.10404,119.46298,Arunika,-5.12906,120.25357,100
Sulawesi,Sakura,-5.10404,119.46298,Kenanga,-5.3974,119.43746,100
Sulawesi,Sakura,-5.10404,119.46298,Seruni,1.29712,124.8362,100
Sulawesi,Sakura,-5.10404,119.46298,Mutiara,-3.0292,119.8819,100
Sulawesi,Sakura,-5.10404,119.46298,Mawar,-4.03681,122.48113,100
Sulawesi,Delima,1.49518,124.86597,Surya,1.25533,124.63187,100
Sulawesi,Delima,1.49518,124.86597,Sagara,-4.40562,119.61877,100
Sulawesi,Delima,1.49518,124.86597,Melati,-3.36284,120.36455,100
Sulawesi,Delima,1.49518,124.86597,Mentari,1.4711,125.15311,100
Sulawesi,Delima,1.49518,124.86597,Harmoni,-5.25188,120.15831,100
Sulawesi,Delima,1.49518,124.86597,Rimba,-5.20514,119.46374,100
Sulawesi,Delima,1.49518,124.86597,Bunga,-5.70104,119.72147,100
Sulawesi,Delima,1.49518,124.86597,Angkasa,-4.07671,121.63507,100
Sulawesi,Delima,1.49518,124.86597,Sejahtera,0.72119,124.30148,100
Sulawesi,Delima,1.49518,124.86597,Asri,-2.52535,120.82405,100
Sulawesi,Delima,1.49518,124.86597,Nirwana,0.48671,122.07034,100
Sulawesi,Delima,1.49518,124.86597,Teratai,-4.81645,119.54193,100
Sulawesi,Delima,1.49518,124.86597,Samudra,-0.81564,120.17009,100
Sulawesi,Delima,1.49518,124.86597,Satria,-3.42045,119.31694,100
Sulawesi,Delima,1.49518,124.86597,Sidoasih,-4.14356,120.03914,100
Sulawesi,Delima,1.49518,124.86597,Arunika,-5.12906,120.25357,100
Sulawesi,Delima,1.49518,124.86597,Kenanga,-5.3974,119.43746,100
Sulawesi,Delima,1.49518,124.86597,Seruni,1.29712,124.8362,100
Sulawesi,Delima,1.49518,124.86597,Mutiara,-3.0292,119.8819,100
Sulawesi,Delima,1.49518,124.86597,Mawar,-4.03681,122.48113,100
Sulawesi,Berlian,-0.8232,119.88515,Surya,1.25533,124.63187,100
Sulawesi,Berlian,-0.8232,119.88515,Sagara,-4.40562,119.61877,100
Sulawesi,Berlian,-0.8232,119.88515,Melati,-3.36284,120.36455,100
Sulawesi,Berlian,-0.8232,119.88515,Mentari,1.4711,125.15311,100
Sulawesi,Berlian,-0.8232,119.88515,Harmoni,-5.25188,120.15831,100
Sulawesi,Berlian,-0.8232,119.88515,Rimba,-5.20514,119.46374,100
Sulawesi,Berlian,-0.8232,119.88515,Bunga,-5.70104,119.72147,100
Sulawesi,Berlian,-0.8232,119.88515,Angkasa,-4.07671,121.63507,100
Sulawesi,Berlian,-0.8232,119.88515,Sejahtera,0.72119,124.30148,100
Sulawesi,Berlian,-0.8232,119.88515,Asri,-2.52535,120.82405,100
Sulawesi,Berlian,-0.8232,119.88515,Nirwana,0.48671,122.07034,100
Sulawesi,Berlian,-0.8232,119.88515,Teratai,-4.81645,119.54193,100
Sulawesi,Berlian,-0.8232,119.88515,Samudra,-0.81564,120.17009,100
Sulawesi,Berlian,-0.8232,119.88515,Satria,-3.42045,119.31694,100
Sulawesi,Berlian,-0.8232,119.88515,Sidoasih,-4.14356,120.03914,100
Sulawesi,Berlian,-0.8232,119.88515,Arunika,-5.12906,120.25357,100
Sulawesi,Berlian,-0.8232,119.88515,Kenanga,-5.3974,119.43746,100
Sulawesi,Berlian,-0.8232,119.88515,Seruni,1.29712,124.8362,100
Sulawesi,Berlian,-0.8232,119.88515,Mutiara,-3.0292,119.8819,100
Sulawesi,Berlian,-0.8232,119.88515,Mawar,-4.03681,122.48113,100
Sulawesi,Jati,-5.48159,122.58,Surya,1.25533,124.63187,100
Sulawesi,Jati,-5.48159,122.58,Sagara,-4.40562,119.61877,100
Sulawesi,Jati,-5.48159,122.58,Melati,-3.36284,120.36455,100
Sulawesi,Jati,-5.48159,122.58,Mentari,1.4711,125.15311,100
Sulawesi,Jati,-5.48159,122.58,Harmoni,-5.25188,120.15831,100
Sulawesi,Jati,-5.48159,122.58,Rimba,-5.20514,119.46374,100
Sulawesi,Jati,-5.48159,122.58,Bunga,-5.70104,119.72147,100
Sulawesi,Jati,-5.48159,122.58,Angkasa,-4.07671,121.63507,100
Sulawesi,Jati,-5.48159,122.58,Sejahtera,0.72119,124.30148,100
Sulawesi,Jati,-5.48159,122.58,Asri,-2.52535,120.82405,100
Sulawesi,Jati,-5.48159,122.58,Nirwana,0.48671,122.07034,100
Sulawesi,Jati,-5.48159,122.58,Teratai,-4.81645,119.54193,100
Sulawesi,Jati,-5.48159,122.58,Samudra,-0.81564,120.17009,100
Sulawesi,Jati,-5.48159,122.58,Satria,-3.42045,119.31694,100
Sulawesi,Jati,-5.48159,122.58,Sidoasih,-4.14356,120.03914,100
Sulawesi,Jati,-5.48159,122.58,Arunika,-5.12906,120.25357,100
Sulawesi,Jati,-5.48159,122.58,Kenanga,-5.3974,119.43746,100
Sulawesi,Jati,-5.48159,122.58,Seruni,1.29712,124.8362,100
Sulawesi,Jati,-5.48159,122.58,Mutiara,-3.0292,119.8819,100
Sulawesi,Jati,-5.48159,122.58,Mawar,-4.03681,122.48113,100
Sulawesi,Rajawali,-4.55181,120.3264,Surya,1.25533,124.63187,100
Sulawesi,Rajawali,-4.55181,120.3264,Sagara,-4.40562,119.61877,100
Sulawesi,Rajawali,-4.55181,120.3264,Melati,-3.36284,120.36455,100
Sulawesi,Rajawali,-4.55181,120.3264,Mentari,1.4711,125.15311,100
Sulawesi,Rajawali,-4.55181,120.3264,Harmoni,-5.25188,120.15831,100
Sulawesi,Rajawali,-4.55181,120.3264,Rimba,-5.20514,119.46374,100
Sulawesi,Rajawali,-4.55181,120.3264,Bunga,-5.70104,119.72147,100
Sulawesi,Rajawali,-4.55181,120.3264,Angkasa,-4.07671,121.63507,100
Sulawesi,Rajawali,-4.55181,120.3264,Sejahtera,0.72119,124.30148,100
Sulawesi,Rajawali,-4.55181,120.3264,Asri,-2.52535,120.82405,100
Sulawesi,Rajawali,-4.55181,120.3264,Nirwana,0.48671,122.07034,100
Sulawesi,Rajawali,-4.55181,120.3264,Teratai,-4.81645,119.54193,100
Sulawesi,Rajawali,-4.55181,120.3264,Samudra,-0.81564,120.17009,100
Sulawesi,Rajawali,-4.55181,120.3264,Satria,-3.42045,119.31694,100
Sulawesi,Rajawali,-4.55181,120.3264,Sidoasih,-4.14356,120.03914,100
Sulawesi,Rajawali,-4.55181,120.3264,Arunika,-5.12906,120.25357,100
Sulawesi,Rajawali,-4.55181,120.3264,Kenanga,-5.3974,119.43746,100
Sulawesi,Rajawali,-4.55181,120.3264,Seruni,1.29712,124.8362,100
Sulawesi,Rajawali,-4.55181,120.3264,Mutiara,-3.0292,119.8819,100
Sulawesi,Rajawali,-4.55181,120.3264,Mawar,-4.03681,122.48113,100
Sulawesi,Perkasa,0.62005,123.02368,Surya,1.25533,124.63187,100
Sulawesi,Perkasa,0.62005,123.02368,Sagara,-4.40562,119.61877,100
Sulawesi,Perkasa,0.62005,123.02368,Melati,-3.36284,120.36455,100
Sulawesi,Perkasa,0.62005,123.02368,Mentari,1.4711,125.15311,100
Sulawesi,Perkasa,0.62005,123.02368,Harmoni,-5.25188,120.15831,100
Sulawesi,Perkasa,0.62005,123.02368,Rimba,-5.20514,119.46374,100
Sulawesi,Perkasa,0.62005,123.02368,Bunga,-5.70104,119.72147,100
Sulawesi,Perkasa,0.62005,123.02368,Angkasa,-4.07671,121.63507,100
Sulawesi,Perkasa,0.62005,123.02368,Sejahtera,0.72119,124.30148,100
Sulawesi,Perkasa,0.62005,123.02368,Asri,-2.52535,120.82405,100
Sulawesi,Perkasa,0.62005,123.02368,Nirwana,0.48671,122.07034,100
Sulawesi,Perkasa,0.62005,123.02368,Teratai,-4.81645,119.54193,100
Sulawesi,Perkasa,0.62005,123.02368,Samudra,-0.81564,120.17009,100
Sulawesi,Perkasa,0.62005,123.02368,Satria,-3.42045,119.31694,100
Sulawesi,Perkasa,0.62005,123.02368,Sidoasih,-4.14356,120.03914,100
Sulawesi,Perkasa,0.62005,123.02368,Arunika,-5.12906,120.25357,100
Sulawesi,Perkasa,0.62005,123.02368,Kenanga,-5.3974,119.43746,100
Sulawesi,Perkasa,0.62005,123.02368,Seruni,1.29712,124.8362,100
Sulawesi,Perkasa,0.62005,123.02368,Mutiara,-3.0292,119.8819,100
Sulawesi,Perkasa,0.62005,123.02368,Mawar,-4.03681,122.48113,100
Sulawesi,Srikandi,-0.96424,122.78153,Surya,1.25533,124.63187,100
Sulawesi,Srikandi,-0.96424,122.78153,Sagara,-4.40562,119.61877,100
Sulawesi,Srikandi,-0.96424,122.78153,Melati,-3.36284,120.36455,100
Sulawesi,Srikandi,-0.96424,122.78153,Mentari,1.4711,125.15311,100
Sulawesi,Srikandi,-0.96424,122.78153,Harmoni,-5.25188,120.15831,100
Sulawesi,Srikandi,-0.96424,122.78153,Rimba,-5.20514,119.46374,100
Sulawesi,Srikandi,-0.96424,122.78153,Bunga,-5.70104,119.72147,100
Sulawesi,Srikandi,-0.96424,122.78153,Angkasa,-4.07671,121.63507,100
Sulawesi,Srikandi,-0.96424,122.78153,Sejahtera,0.72119,124.30148,100
Sulawesi,Srikandi,-0.96424,122.78153,Asri,-2.52535,120.82405,100
Sulawesi,Srikandi,-0.96424,122.78153,Nirwana,0.48671,122.07034,100
Sulawesi,Srikandi,-0.96424,122.78153,Teratai,-4.81645,119.54193,100
Sulawesi,Srikandi,-0.96424,122.78153,Samudra,-0.81564,120.17009,100
Sulawesi,Srikandi,-0.96424,122.78153,Satria,-3.42045,119.31694,100
Sulawesi,Srikandi,-0.96424,122.78153,Sidoasih,-4.14356,120.03914,100
Sulawesi,Srikandi,-0.96424,122.78153,Arunika,-5.12906,120.25357,100
Sulawesi,Srikandi,-0.96424,122.78153,Kenanga,-5.3974,119.43746,100
Sulawesi,Srikandi,-0.96424,122.78153,Seruni,1.29712,124.8362,100
Sulawesi,Srikandi,-0.96424,122.78153,Mutiara,-3.0292,119.8819,100
Sulawesi,Srikandi,-0.96424,122.78153,Mawar,-4.03681,122.48113,100
Sulawesi,Bangkit,-2.68747,118.89864,Surya,1.25533,124.63187,100
Sulawesi,Bangkit,-2.68747,118.89864,Sagara,-4.40562,119.61877,100
Sulawesi,Bangkit,-2.68747,118.89864,Melati,-3.36284,120.36455,100
Sulawesi,Bangkit,-2.68747,118.89864,Mentari,1.4711,125.15311,100
Sulawesi,Bangkit,-2.68747,118.89864,Harmoni,-5.25188,120.15831,100
Sulawesi,Bangkit,-2.68747,118.89864,Rimba,-5.20514,119.46374,100
Sulawesi,Bangkit,-2.68747,118.89864,Bunga,-5.70104,119.72147,100
Sulawesi,Bangkit,-2.68747,118.89864,Angkasa,-4.07671,121.63507,100
Sulawesi,Bangkit,-2.68747,118.89864,Sejahtera,0.72119,124.30148,100
Sulawesi,Bangkit,-2.68747,118.89864,Asri,-2.52535,120.82405,100
Sulawesi,Bangkit,-2.68747,118.89864,Nirwana,0.48671,122.07034,100
Sulawesi,Bangkit,-2.68747,118.89864,Teratai,-4.81645,119.54193,100
Sulawesi,Bangkit,-2.68747,118.89864,Samudra,-0.81564,120.17009,100
Sulawesi,Bangkit,-2.68747,118.89864,Satria,-3.42045,119.31694,100
Sulawesi,Bangkit,-2.68747,118.89864,Sidoasih,-4.14356,120.03914,100
Sulawesi,Bangkit,-2.68747,118.89864,Arunika,-5.12906,120.25357,100
Sulawesi,Bangkit,-2.68747,118.89864,Kenanga,-5.3974,119.43746,100
Sulawesi,Bangkit,-2.68747,118.89864,Seruni,1.29712,124.8362,100
Sulawesi,Bangkit,-2.68747,118.89864,Mutiara,-3.0292,119.8819,100
Sulawesi,Bangkit,-2.68747,118.89864,Mawar,-4.03681,122.48113,100
Sulawesi,Bahagia,-3.00675,120.20264,Surya,1.25533,124.63187,100
Sulawesi,Bahagia,-3.00675,120.20264,Sagara,-4.40562,119.61877,100
Sulawesi,Bahagia,-3.00675,120.20264,Melati,-3.36284,120.36455,100
Sulawesi,Bahagia,-3.00675,120.20264,Mentari,1.4711,125.15311,100
Sulawesi,Bahagia,-3.00675,120.20264,Harmoni,-5.25188,120.15831,100
Sulawesi,Bahagia,-3.00675,120.20264,Rimba,-5.20514,119.46374,100
Sulawesi,Bahagia,-3.00675,120.20264,Bunga,-5.70104,119.72147,100
Sulawesi,Bahagia,-3.00675,120.20264,Angkasa,-4.07671,121.63507,100
Sulawesi,Bahagia,-3.00675,120.20264,Sejahtera,0.72119,124.30148,100
Sulawesi,Bahagia,-3.00675,120.20264,Asri,-2.52535,120.82405,100
Sulawesi,Bahagia,-3.00675,120.20264,Nirwana,0.48671,122.07034,100
Sulawesi,Bahagia,-3.00675,120.20264,Teratai,-4.81645,119.54193,100
Sulawesi,Bahagia,-3.00675,120.20264,Samudra,-0.81564,120.17009,100
Sulawesi,Bahagia,-3.00675,120.20264,Satria,-3.42045,119.31694,100
Sulawesi,Bahagia,-3.00675,120.20264,Sidoasih,-4.14356,120.03914,100
Sulawesi,Bahagia,-3.00675,120.20264,Arunika,-5.12906,120.25357,100
Sulawesi,Bahagia,-3.00675,120.20264,Kenanga,-5.3974,119.43746,100
Sulawesi,Bahagia,-3.00675,120.20264,Seruni,1.29712,124.8362,100
Sulawesi,Bahagia,-3.00675,120.20264,Mutiara,-3.0292,119.8819,100
Sulawesi,Bahagia,-3.00675,120.20264,Mawar,-4.03681,122.48113,100
Sulawesi,Madani,-3.97929,119.65472,Surya,1.25533,124.63187,100
Sulawesi,Madani,-3.97929,119.65472,Sagara,-4.40562,119.61877,100
Sulawesi,Madani,-3.97929,119.65472,Melati,-3.36284,120.36455,100
Sulawesi,Madani,-3.97929,119.65472,Mentari,1.4711,125.15311,100
Sulawesi,Madani,-3.97929,119.65472,Harmoni,-5.25188,120.15831,100
Sulawesi,Madani,-3.97929,119.65472,Rimba,-5.20514,119.46374,100
Sulawesi,Madani,-3.97929,119.65472,Bunga,-5.70104,119.72147,100
Sulawesi,Madani,-3.97929,119.65472,Angkasa,-4.07671,121.63507,100
Sulawesi,Madani,-3.97929,119.65472,Sejahtera,0.72119,124.30148,100
Sulawesi,Madani,-3.97929,119.65472,Asri,-2.52535,120.82405,100
Sulawesi,Madani,-3.97929,119.65472,Nirwana,0.48671,122.07034,100
Sulawesi,Madani,-3.97929,119.65472,Teratai,-4.81645,119.54193,100
Sulawesi,Madani,-3.97929,119.65472,Samudra,-0.81564,120.17009,100
Sulawesi,Madani,-3.97929,119.65472,Satria,-3.42045,119.31694,100
Sulawesi,Madani,-3.97929,119.65472,Sidoasih,-4.14356,120.03914,100
Sulawesi,Madani,-3.97929,119.65472,Arunika,-5.12906,120.25357,100
Sulawesi,Madani,-3.97929,119.65472,Kenanga,-5.3974,119.43746,100
Sulawesi,Madani,-3.97929,119.65472,Seruni,1.29712,124.8362,100
Sulawesi,Madani,-3.97929,119.65472,Mutiara,-3.0292,119.8819,100
Sulawesi,Madani,-3.97929,119.65472,Mawar,-4.03681,122.48113,100
Sulawesi,Pelangi,-1.38101,120.76128,Surya,1.25533,124.63187,100
Sulawesi,Pelangi,-1.38101,120.76128,Sagara,-4.40562,119.61877,100
Sulawesi,Pelangi,-1.38101,120.76128,Melati,-3.36284,120.36455,100
Sulawesi,Pelangi,-1.38101,120.76128,Mentari,1.4711,125.15311,100
Sulawesi,Pelangi,-1.38101,120.76128,Harmoni,-5.25188,120.15831,100
Sulawesi,Pelangi,-1.38101,120.76128,Rimba,-5.20514,119.46374,100
Sulawesi,Pelangi,-1.38101,120.76128,Bunga,-5.70104,119.72147,100
Sulawesi,Pelangi,-1.38101,120.76128,Angkasa,-4.07671,121.63507,100
Sulawesi,Pelangi,-1.38101,120.76128,Sejahtera,0.72119,124.30148,100
Sulawesi,Pelangi,-1.38101,120.76128,Asri,-2.52535,120.82405,100
Sulawesi,Pelangi,-1.38101,120.76128,Nirwana,0.48671,122.07034,100
Sulawesi,Pelangi,-1.38101,120.76128,Teratai,-4.81645,119.54193,100
Sulawesi,Pelangi,-1.38101,120.76128,Samudra,-0.81564,120.17009,100
Sulawesi,Pelangi,-1.38101,120.76128,Satria,-3.42045,119.31694,100
Sulawesi,Pelangi,-1.38101,120.76128,Sidoasih,-4.14356,120.03914,100
Sulawesi,Pelangi,-1.38101,120.76128,Arunika,-5.12906,120.25357,100
Sulawesi,Pelangi,-1.38101,120.76128,Kenanga,-5.3974,119.43746,100
Sulawesi,Pelangi,-1.38101,120.76128,Seruni,1.29712,124.8362,100
Sulawesi,Pelangi,-1.38101,120.76128,Mutiara,-3.0292,119.8819,100
Sulawesi,Pelangi,-1.38101,120.76128,Mawar,-4.03681,122.48113,100
